"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-11","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.93","","","","2"
"2018-12","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.16","","","","2"
"2019-01","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.12","","","","2"
"2019-02","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.97","","","","2"
"2019-03","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.63","","","","2"
"2019-04","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.14","","","","2"
"2019-05","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.68","","","","2"
"2019-06","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.18","","","","2"
"2019-07","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.50","","","","2"
"2019-08","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.74","","","","2"
"2019-09","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.80","","","","2"
"2019-10","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.24","","","","2"
"2019-11","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.96","","","","2"
"2019-12","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.74","","","","2"
"2020-01","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.18","","","","2"
"2020-02","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.53","","","","2"
"2020-03","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.85","","","","2"
"2020-04","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.06","","","","2"
"2020-05","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.23","","","","2"
"2020-06","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.50","","","","2"
"2020-07","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.14","","","","2"
"2020-08","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.03","","","","2"
"2020-09","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.00","","","","2"
"2020-10","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.41","","","","2"
"2020-11","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.95","","","","2"
"2020-12","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.19","","","","2"
"2021-01","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.86","","","","2"
"2021-02","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.97","","","","2"
"2021-03","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.94","","","","2"
"2021-04","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.04","","","","2"
"2021-05","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.28","","","","2"
"2021-06","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.03","","","","2"
"2021-07","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.17","","","","2"
"2021-08","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.31","","","","2"
"2021-09","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.35","","","","2"
"2021-10","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.31","","","","2"
"2021-11","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.37","","","","2"
"2021-12","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.34","","","","2"
"2022-01","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.39","","","","2"
"2022-02","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.40","","","","2"
"2022-03","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.35","","","","2"
"2022-04","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.57","","","","2"
"2022-05","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.65","","","","2"
"2022-06","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.65","","","","2"
"2022-07","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.58","","","","2"
"2022-08","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.84","","","","2"
"2022-09","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.69","","","","2"
"2022-10","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","6.05","","","","2"
"2022-11","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.71","","","","2"
"2022-12","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","6.08","","","","2"
"2023-01","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.57","","","","2"
"2023-02","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.50","","","","2"
"2023-03","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.81","","","","2"
"2023-04","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.96","","","","2"
"2021-10","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.53","","","","2"
"2021-11","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.45","","","","2"
"2021-12","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.48","","","","2"
"2022-01","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.43","","","","2"
"2022-02","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.60","","","","2"
"2022-03","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.55","","","","2"
"2022-04","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.60","","","","2"
"2022-05","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.54","","","","2"
"2022-06","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.61","","","","2"
"2022-07","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.72","","","","2"
"2022-08","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.69","","","","2"
"2022-09","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.77","","","","2"
"2022-10","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.77","","","","2"
"2022-11","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.70","","","","2"
"2022-12","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.76","","","","2"
"2023-01","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.58","","","","2"
"2023-02","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.79","","","","2"
"2023-03","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.79","","","","2"
"2023-04","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.73","","","","2"
"2023-05","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.81","","","","2"
"2023-06","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.72","","","","2"
"2023-07","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.72","","","","2"
"2023-08","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.69","","","","2"
"2023-09","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.63","","","","2"
"2023-10","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.70","","","","2"
"2023-11","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.63","","","","2"
"2023-12","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.61","","","","2"
"2024-01","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.55","","","","2"
"2024-02","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.60","","","","2"
"2024-03","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.69","","","","2"
"2024-04","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.68","","","","2"
"2024-05","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.62","","","","2"
"2024-06","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.69","","","","2"
"2024-07","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.64","","","","2"
"2024-08","Ontario","2016A000235","Tofu, 350 grams ","Dollars","81","units","0","v1458870134","6.102","2.62","","","","2"
"2017-01","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.41","","","","2"
"2017-02","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.22","","","","2"
"2017-03","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.29","","","","2"
"2017-04","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.18","","","","2"
"2017-05","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.30","","","","2"
"2017-06","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.26","","","","2"
"2017-07","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.08","","","","2"
"2017-08","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.17","","","","2"
"2017-09","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.21","","","","2"
"2017-10","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.20","","","","2"
"2017-11","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.10","","","","2"
"2017-12","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.01","","","","2"
"2018-01","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.16","","","","2"
"2018-02","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.07","","","","2"
"2018-03","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.13","","","","2"
"2018-04","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.14","","","","2"
"2018-05","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.28","","","","2"
"2018-06","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.23","","","","2"
"2018-07","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.27","","","","2"
"2018-08","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.20","","","","2"
"2018-09","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.26","","","","2"
"2018-10","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.25","","","","2"
"2018-11","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.21","","","","2"
"2018-12","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.10","","","","2"
"2019-01","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.24","","","","2"
"2019-02","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.20","","","","2"
"2019-03","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.25","","","","2"
"2019-04","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.17","","","","2"
"2019-05","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.11","","","","2"
"2019-06","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.18","","","","2"
"2019-07","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.26","","","","2"
"2019-08","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.27","","","","2"
"2019-09","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.39","","","","2"
"2019-10","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.36","","","","2"
"2019-11","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.33","","","","2"
"2019-12","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.30","","","","2"
"2020-01","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.36","","","","2"
"2020-02","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.43","","","","2"
"2020-03","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.47","","","","2"
"2020-04","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.42","","","","2"
"2020-05","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.29","","","","2"
"2020-06","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.27","","","","2"
"2020-07","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.23","","","","2"
"2020-08","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.24","","","","2"
"2020-09","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.39","","","","2"
"2020-10","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.19","","","","2"
"2020-11","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.24","","","","2"
"2020-12","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.22","","","","2"
"2021-01","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.30","","","","2"
"2021-02","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.39","","","","2"
"2021-03","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.40","","","","2"
"2021-04","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.34","","","","2"
"2021-05","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.38","","","","2"
"2021-06","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.27","","","","2"
"2021-07","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.38","","","","2"
"2021-08","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.38","","","","2"
"2021-09","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.39","","","","2"
"2021-10","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.33","","","","2"
"2021-11","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.35","","","","2"
"2021-12","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.31","","","","2"
"2022-01","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.38","","","","2"
"2022-02","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.40","","","","2"
"2022-03","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.41","","","","2"
"2022-04","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.53","","","","2"
"2022-05","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.62","","","","2"
"2022-06","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.44","","","","2"
"2022-07","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.54","","","","2"
"2022-08","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.72","","","","2"
"2022-09","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.79","","","","2"
"2022-10","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.76","","","","2"
"2022-11","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.71","","","","2"
"2022-12","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.70","","","","2"
"2023-01","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.71","","","","2"
"2023-02","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.87","","","","2"
"2023-03","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.91","","","","2"
"2023-04","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.88","","","","2"
"2023-05","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.74","","","","2"
"2023-06","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.79","","","","2"
"2023-07","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.80","","","","2"
"2023-08","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.83","","","","2"
"2023-09","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.91","","","","2"
"2023-10","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.78","","","","2"
"2023-11","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.71","","","","2"
"2023-12","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.54","","","","2"
"2024-01","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.77","","","","2"
"2024-02","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.67","","","","2"
"2024-03","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.75","","","","2"
"2024-04","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.88","","","","2"
"2024-05","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.81","","","","2"
"2024-06","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.92","","","","2"
"2024-07","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.90","","","","2"
"2024-08","Ontario","2016A000235","Hummus, 227 grams","Dollars","81","units","0","v1458870116","6.103","3.86","","","","2"
"2017-01","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.11","","","","2"
"2017-02","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.00","","","","2"
"2017-03","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.09","","","","2"
"2017-04","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.10","","","","2"
"2017-05","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.02","","","","2"
"2017-06","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.13","","","","2"
"2017-07","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.18","","","","2"
"2017-08","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.15","","","","2"
"2017-09","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.28","","","","2"
"2017-10","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","2.97","","","","2"
"2017-11","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.14","","","","2"
"2017-12","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.06","","","","2"
"2018-01","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","2.99","","","","2"
"2018-02","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.14","","","","2"
"2018-03","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.09","","","","2"
"2018-04","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.16","","","","2"
"2018-05","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.24","","","","2"
"2018-06","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.07","","","","2"
"2018-07","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.17","","","","2"
"2018-08","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.28","","","","2"
"2018-09","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.40","","","","2"
"2018-10","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.28","","","","2"
"2018-11","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.23","","","","2"
"2018-12","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.15","","","","2"
"2019-01","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.13","","","","2"
"2019-02","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.22","","","","2"
"2019-03","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.38","","","","2"
"2019-04","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.34","","","","2"
"2019-05","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.26","","","","2"
"2019-06","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.18","","","","2"
"2019-07","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.27","","","","2"
"2019-08","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.43","","","","2"
"2019-09","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.43","","","","2"
"2019-10","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.40","","","","2"
"2019-11","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.41","","","","2"
"2019-12","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.32","","","","2"
"2020-01","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.23","","","","2"
"2020-02","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.31","","","","2"
"2020-03","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.37","","","","2"
"2020-04","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.45","","","","2"
"2020-05","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.51","","","","2"
"2020-06","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.58","","","","2"
"2020-07","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.61","","","","2"
"2020-08","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.61","","","","2"
"2020-09","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.40","","","","2"
"2020-10","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.46","","","","2"
"2020-11","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.50","","","","2"
"2020-12","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.40","","","","2"
"2021-01","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.44","","","","2"
